0.00, 14.90, 4.87, 5.19, 8.30, 11.06, 9.71, 126.17, 120.80, 128.22, 300.38, 305.77, 304.02, 305.11, 310.58, 315.44, 318.15, 11.06, 142.85, 298.89, 295.97
14.90, 0.00, 17.44, 12.50, 18.12, 18.90, 9.77, 135.39, 130.43, 138.95, 316.06, 322.92, 320.75, 322.35, 327.33, 332.50, 335.30, 16.80, 153.67, 316.90, 313.42
4.87, 17.44, 0.00, 5.62, 4.32, 7.61, 10.67, 138.70, 133.36, 142.06, 349.84, 357.26, 355.34, 356.87, 363.22, 368.24, 370.91, 14.40, 158.33, 342.81, 339.76
5.19, 12.50, 5.62, 0.00, 6.76, 8.90, 5.59, 144.22, 138.75, 138.68, 359.03, 366.77, 365.46, 366.89, 373.50, 378.86, 381.42, 5.49, 149.15, 323.64, 321.51
8.30, 18.12, 4.32, 6.76, 0.00, 3.03, 9.12, 124.59, 119.47, 127.43, 325.98, 333.68, 331.99, 333.17, 339.95, 345.05, 347.40, 20.54, 144.66, 321.82, 319.46
11.06, 18.90, 7.61, 8.90, 3.03, 0.00, 10.47, 135.90, 130.38, 139.17, 335.46, 346.67, 344.84, 346.07, 353.17, 358.68, 361.58, 23.41, 141.81, 328.43, 325.68
9.71, 9.77, 10.67, 5.59, 9.12, 10.47, 0.00, 142.33, 136.52, 146.05, 358.90, 366.86, 362.77, 365.20, 373.32, 378.88, 382.53, 16.58, 142.07, 313.60, 310.38
126.17, 135.39, 138.70, 144.22, 124.59, 135.90, 142.33, 0.00, 1.79, 2.57, 473.08, 484.57, 485.23, 486.27, 496.03, 504.97, 509.22, 141.38, 353.47, 345.80, 345.79
120.80, 130.43, 133.36, 138.75, 119.47, 130.38, 136.52, 1.79, 0.00, 2.31, 468.94, 479.33, 479.88, 481.09, 490.95, 500.66, 505.86, 144.85, 26.39, 457.12, 451.43
128.22, 138.95, 142.06, 138.68, 127.43, 139.17, 146.05, 2.57, 2.31, 0.00, 470.94, 481.07, 480.63, 481.76, 492.44, 501.81, 507.47, 152.67, 31.76, 455.00, 448.78
300.38, 316.06, 349.84, 359.03, 325.98, 335.46, 358.90, 473.08, 468.94, 470.94, 0.00, 8.57, 9.86, 8.97, 12.90, 15.98, 17.75, 299.56, 505.51, 61.63, 67.41
305.77, 322.92, 357.26, 366.77, 333.68, 346.67, 366.86, 484.57, 479.33, 481.07, 8.57, 0.00, 12.48, 2.41, 17.30, 20.25, 22.00, 304.79, 510.63, 54.52, 60.13
304.02, 320.75, 355.34, 365.46, 331.99, 344.84, 362.77, 485.23, 479.88, 480.63, 9.86, 12.48, 0.00, 10.90, 3.61, 6.56, 8.32, 302.05, 507.55, 60.27, 65.80
305.11, 322.35, 356.87, 366.89, 333.17, 346.07, 365.20, 486.27, 481.09, 481.76, 8.97, 2.41, 10.90, 0.00, 13.78, 16.89, 18.64, 302.97, 509.02, 55.52, 61.11
310.58, 327.33, 363.22, 373.50, 339.95, 353.17, 373.32, 496.03, 490.95, 492.44, 12.90, 17.30, 3.61, 13.78, 0.00, 9.58, 13.11, 306.90, 514.31, 58.82, 64.44
315.44, 332.50, 368.24, 378.86, 345.05, 358.68, 378.88, 504.97, 500.66, 501.81, 15.98, 20.25, 6.56, 16.89, 9.58, 0.00, 4.15, 309.73, 518.77, 62.22, 67.93
318.15, 335.30, 370.91, 381.42, 347.40, 361.58, 382.53, 509.22, 505.86, 507.47, 17.75, 22.00, 8.32, 18.64, 13.11, 4.15, 0.00, 312.88, 522.10, 65.00, 70.76
11.06, 16.80, 14.40, 5.49, 20.54, 23.41, 16.58, 141.38, 144.85, 152.67, 299.56, 304.79, 302.05, 302.97, 306.90, 309.73, 312.88, 0.00, 171.47, 297.47, 295.86
142.85, 153.67, 158.33, 149.15, 144.66, 141.81, 142.07, 353.47, 26.39, 31.76, 505.51, 510.63, 507.55, 509.02, 514.31, 518.77, 522.10, 171.47, 0.00, 72.26, 42.58
298.89, 316.90, 342.81, 323.64, 321.82, 328.43, 313.60, 345.80, 457.12, 455.00, 61.63, 54.52, 60.27, 55.52, 58.82, 62.22, 65.00, 297.47, 72.26, 0.00, 3.40
295.97, 313.42, 339.76, 321.51, 319.46, 325.68, 310.38, 345.79, 451.43, 448.78, 67.41, 60.13, 65.80, 61.11, 64.44, 67.93, 70.76, 295.86, 42.58, 3.40, 0.00
